Ticker,Date,Close
XLF,2015-12-31,23.830002
XLF,2016-01-04,23.369996
XLF,2016-01-05,23.460007
XLF,2016-01-06,23.100007
XLF,2016-01-07,22.449997
XLF,2016-01-08,22.100007
XLF,2016-01-11,22.130005
XLF,2016-01-12,22.300004
XLF,2016-01-13,21.720001999999997
XLF,2016-01-14,21.910004
XLF,2016-01-15,21.419999
XLF,2016-01-19,21.410004
XLF,2016-01-20,20.990006
XLF,2016-01-21,20.899994
XLF,2016-01-22,21.279999
XLF,2016-01-25,20.850007
XLF,2016-01-26,21.199997
XLF,2016-01-27,21.119996
XLF,2016-01-28,21.130005
XLF,2016-01-29,21.720001999999997
XLF,2016-02-01,21.630005
XLF,2016-02-02,21.029999
XLF,2016-02-03,21.050004
XLF,2016-02-04,21.229996
XLF,2016-02-05,20.949997
XLF,2016-02-08,20.419999
XLF,2016-02-09,20.39
XLF,2016-02-10,20.279999
XLF,2016-02-11,19.660004
XLF,2016-02-12,20.490006
XLF,2016-02-16,20.820007999999998
XLF,2016-02-17,21.100007
XLF,2016-02-18,20.979996
XLF,2016-02-19,20.979996
XLF,2016-02-22,21.309998
XLF,2016-02-23,20.929993
XLF,2016-02-24,20.880005
XLF,2016-02-25,21.169999
XLF,2016-02-26,21.320007999999998
XLF,2016-02-29,21.089997
XLF,2016-03-01,21.800004
XLF,2016-03-02,22.039994
XLF,2016-03-03,22.190003
XLF,2016-03-04,22.279999
XLF,2016-03-07,22.270004999999998
XLF,2016-03-08,21.910004
XLF,2016-03-09,21.940003
XLF,2016-03-10,21.919999
XLF,2016-03-11,22.490006
XLF,2016-03-14,22.419999
XLF,2016-03-15,22.410004
XLF,2016-03-16,22.360001
XLF,2016-03-17,22.630005
XLF,2016-03-18,22.729996
XLF,2016-03-21,22.690003
XLF,2016-03-22,22.619996
XLF,2016-03-23,22.449997
XLF,2016-03-24,22.309998
XLF,2016-03-28,22.380005
XLF,2016-03-29,22.419999
XLF,2016-03-30,22.550004
XLF,2016-03-31,22.5
XLF,2016-04-01,22.699997
XLF,2016-04-04,22.589997
XLF,2016-04-05,22.270004999999998
XLF,2016-04-06,22.39
XLF,2016-04-07,21.970001999999997
XLF,2016-04-08,22.050004
XLF,2016-04-11,22.14
XLF,2016-04-12,22.419999
XLF,2016-04-13,22.929993
XLF,2016-04-14,22.979996
XLF,2016-04-15,22.899994
XLF,2016-04-18,23.070007999999998
XLF,2016-04-19,23.360001
XLF,2016-04-20,23.539994
XLF,2016-04-21,23.330002
XLF,2016-04-22,23.550004
XLF,2016-04-25,23.5
XLF,2016-04-26,23.649994
XLF,2016-04-27,23.690003
XLF,2016-04-28,23.440003
XLF,2016-04-29,23.309998
XLF,2016-05-02,23.520004999999998
XLF,2016-05-03,23.220001999999997
XLF,2016-05-04,23.039994
XLF,2016-05-05,23.029999
XLF,2016-05-06,23.130005
XLF,2016-05-09,23.070007999999998
XLF,2016-05-10,23.399994
XLF,2016-05-11,23.149994
XLF,2016-05-12,23.160004
XLF,2016-05-13,22.880005
XLF,2016-05-16,23.0
XLF,2016-05-17,22.869996
XLF,2016-05-18,23.270004999999998
XLF,2016-05-19,23.050004
XLF,2016-05-20,23.210007
XLF,2016-05-23,23.190003
XLF,2016-05-24,23.539994
XLF,2016-05-25,23.789994
XLF,2016-05-26,23.649994
XLF,2016-05-27,23.809998
XLF,2016-05-31,23.75
XLF,2016-06-01,23.800004
XLF,2016-06-02,23.850007
XLF,2016-06-03,23.509995
XLF,2016-06-06,23.649994
XLF,2016-06-07,23.600007
XLF,2016-06-08,23.619996
XLF,2016-06-09,23.449997
XLF,2016-06-10,23.160004
XLF,2016-06-13,23.0
XLF,2016-06-14,22.660004
XLF,2016-06-15,22.690003
XLF,2016-06-16,22.75
XLF,2016-06-17,22.610001
XLF,2016-06-20,22.740006
XLF,2016-06-21,22.869996
XLF,2016-06-22,22.850007
XLF,2016-06-23,23.330002
XLF,2016-06-24,22.080002
XLF,2016-06-27,21.449997
XLF,2016-06-28,22.0
XLF,2016-06-29,22.5
XLF,2016-06-30,22.854996
XLF,2016-07-01,22.740006
XLF,2016-07-05,22.399994
XLF,2016-07-06,22.460007
XLF,2016-07-07,22.490006
XLF,2016-07-08,22.919999
XLF,2016-07-11,23.050004
XLF,2016-07-12,23.339997
XLF,2016-07-13,23.339997
XLF,2016-07-14,23.559998
XLF,2016-07-15,23.520004999999998
XLF,2016-07-18,23.600007
XLF,2016-07-19,23.610001
XLF,2016-07-20,23.649994
XLF,2016-07-21,23.529999
XLF,2016-07-22,23.679993
XLF,2016-07-25,23.630005
XLF,2016-07-26,23.649994
XLF,2016-07-27,23.64
XLF,2016-07-28,23.690003
XLF,2016-07-29,23.649994
XLF,2016-08-01,23.589997
XLF,2016-08-02,23.39
XLF,2016-08-03,23.630005
XLF,2016-08-04,23.570007999999998
XLF,2016-08-05,24.020004999999998
XLF,2016-08-08,24.050004
XLF,2016-08-09,24.070007999999998
XLF,2016-08-10,23.880005
XLF,2016-08-11,23.929993
XLF,2016-08-12,23.860001
XLF,2016-08-15,24.020004999999998
XLF,2016-08-16,23.960007
XLF,2016-08-17,24.039994
XLF,2016-08-18,24.020004999999998
XLF,2016-08-19,24.009995
XLF,2016-08-22,24.009995
XLF,2016-08-23,24.039994
XLF,2016-08-24,24.029999
XLF,2016-08-25,24.080002
XLF,2016-08-26,24.110001
XLF,2016-08-29,24.320007999999998
XLF,2016-08-30,24.539994
XLF,2016-08-31,24.559998
XLF,2016-09-01,24.460007
XLF,2016-09-02,24.570007999999998
XLF,2016-09-06,24.529999
XLF,2016-09-07,24.520004999999998
XLF,2016-09-08,24.5
XLF,2016-09-09,24.039994
XLF,2016-09-12,24.309998
XLF,2016-09-13,23.880005
XLF,2016-09-14,23.820007999999998
XLF,2016-09-15,23.960007
XLF,2016-09-16,23.619996
XLF,2016-09-19,19.309998
XLF,2016-09-20,19.320007999999998
XLF,2016-09-21,19.440003
XLF,2016-09-22,19.479996
XLF,2016-09-23,19.380005
XLF,2016-09-26,19.070007999999998
XLF,2016-09-27,19.220001999999997
XLF,2016-09-28,19.309998
XLF,2016-09-29,19.039994
XLF,2016-09-30,19.300004
XLF,2016-10-03,19.210007
XLF,2016-10-04,19.289994
XLF,2016-10-05,19.600007
XLF,2016-10-06,19.630005
XLF,2016-10-07,19.619996
XLF,2016-10-10,19.720001999999997
XLF,2016-10-11,19.539994
XLF,2016-10-12,19.520004999999998
XLF,2016-10-13,19.330002
XLF,2016-10-14,19.419999
XLF,2016-10-17,19.330002
XLF,2016-10-18,19.490006
XLF,2016-10-19,19.660004
XLF,2016-10-20,19.660004
XLF,2016-10-21,19.649994
XLF,2016-10-24,19.710007
XLF,2016-10-25,19.690003
XLF,2016-10-26,19.809998
XLF,2016-10-27,19.860001
XLF,2016-10-28,19.770004999999998
XLF,2016-10-31,19.740006
XLF,2016-11-01,19.660004
XLF,2016-11-02,19.529999
XLF,2016-11-03,19.550004
XLF,2016-11-04,19.490006
XLF,2016-11-07,19.979996
XLF,2016-11-08,19.990006
XLF,2016-11-09,20.839997
XLF,2016-11-10,21.610001
XLF,2016-11-11,21.669999
XLF,2016-11-14,22.199997
XLF,2016-11-15,22.179993
XLF,2016-11-16,21.860001
XLF,2016-11-17,22.160004
XLF,2016-11-18,22.160004
XLF,2016-11-21,22.240006
XLF,2016-11-22,22.25
XLF,2016-11-23,22.380005
XLF,2016-11-25,22.410004
XLF,2016-11-28,22.149994
XLF,2016-11-29,22.210007
XLF,2016-11-30,22.509995
XLF,2016-12-01,22.899994
XLF,2016-12-02,22.649994
XLF,2016-12-05,22.919999
XLF,2016-12-06,23.119996
XLF,2016-12-07,23.479996
XLF,2016-12-08,23.699997
XLF,2016-12-09,23.75
XLF,2016-12-12,23.520004999999998
XLF,2016-12-13,23.580002
XLF,2016-12-14,23.470001999999997
XLF,2016-12-15,23.669999
XLF,2016-12-16,23.360001
XLF,2016-12-19,23.369996
XLF,2016-12-20,23.660004
XLF,2016-12-21,23.600007
XLF,2016-12-22,23.539994
XLF,2016-12-23,23.580002
XLF,2016-12-27,23.610001
XLF,2016-12-28,23.369996
XLF,2016-12-29,23.199997
XLF,2016-12-30,23.25
XLF,2017-01-03,23.509995
XLF,2017-01-04,23.699997
XLF,2017-01-05,23.460007
XLF,2017-01-06,23.539994
XLF,2017-01-09,23.380005
XLF,2017-01-10,23.429993
XLF,2017-01-11,23.580002
XLF,2017-01-12,23.380005
XLF,2017-01-13,23.509995
XLF,2017-01-17,22.949997
XLF,2017-01-18,23.14
XLF,2017-01-19,23.039994
XLF,2017-01-20,23.149994
XLF,2017-01-23,23.0
XLF,2017-01-24,23.289994
XLF,2017-01-25,23.679993
XLF,2017-01-26,23.740006
XLF,2017-01-27,23.649994
XLF,2017-01-30,23.460007
XLF,2017-01-31,23.309998
XLF,2017-02-01,23.339997
XLF,2017-02-02,23.25
XLF,2017-02-03,23.720001999999997
XLF,2017-02-06,23.610001
XLF,2017-02-07,23.550004
XLF,2017-02-08,23.39
XLF,2017-02-09,23.710007
XLF,2017-02-10,23.779999
XLF,2017-02-13,24.050004
XLF,2017-02-14,24.330002
XLF,2017-02-15,24.520004999999998
XLF,2017-02-16,24.460007
XLF,2017-02-17,24.470001999999997
XLF,2017-02-21,24.589997
XLF,2017-02-22,24.610001
XLF,2017-02-23,24.610001
XLF,2017-02-24,24.419999
XLF,2017-02-27,24.550004
XLF,2017-02-28,24.539994
XLF,2017-03-01,25.240006
